"Serie","cvegeo","Entidad_federativa","Periodo","Sexo|Total_Grupo_de_edad|Total","Sexo|Total_Grupo_de_edad|De_15_a_24_años","Sexo|Total_Grupo_de_edad|De_25_a_64_años","Sexo|Total_Grupo_de_edad|De_65_años_y_más","Sexo|Hombres_Grupo_de_edad|Total","Sexo|Hombres_Grupo_de_edad|De_15_a_24_años","Sexo|Hombres_Grupo_de_edad|De_25_a_64_años","Sexo|Hombres_Grupo_de_edad|De_65_años_y_más","Sexo|Mujeres_Grupo_de_edad|Total","Sexo|Mujeres_Grupo_de_edad|De_15_a_24_años","Sexo|Mujeres_Grupo_de_edad|De_25_a_64_años","Sexo|Mujeres_Grupo_de_edad|De_65_años_y_más",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	22,"Querétaro","2014","5.78816960004481","11.119066560594","4.58610396977251","1.67198379246909","6.94220009843329","13.2385001242174","5.65470072692617","1.95856931320317","3.85731259874391","8.02147545865852","2.77343489084794","0.75077285440895",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	23,"Quintana_Roo","2014","4.92944212792852","9.13146717386578","3.96945455245998","1.89692332900591","4.48411635506509","7.87702436587015","3.70324677384674","2.26721501634504","5.69287199418122","11.3684661933578","4.40576990626907","0",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	24,"San_Luis_Potosí","2014","3.07544797779954","7.27029820923923","2.23301857698538","0.67397225565339","3.04615969445993","6.98006445530562","2.27131689135223","0.65077769638324","3.12674931989202","7.80910917165528","2.16979043713074","0.74125321209725",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	25,"Sinaloa","2014","5.13828195304677","10.3109943741182","3.98342008066462","2.34551468215553","4.77844219349897","9.28462010507195","3.70296710294075","2.71462680369563","5.70262192093351","12.1166028176143","4.39268524583497","1.0586319218241",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	26,"Sonora","2014","5.49189685655898","11.0454884474989","4.42473815720856","1.2153416928734","4.89112858682712","9.85977986458935","3.87316755943808","1.35286078477752","6.38176653758924","13.0211649919592","5.20627847036167","0.92962937683435",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	27,"Tabasco","2014","6.45239645421371","12.0666926757151","5.41898232661285","1.27822752449936","6.24920549381046","11.3481612381109","5.28629189078128","1.39753291315143","6.84537074535197","13.6733319748744","5.66002883145028","0.9159450432974",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	28,"Tamaulipas","2014","5.26742029314968","12.2137363782608","3.80762791423494","2.26601024784362","4.79455708649662","11.2333641858957","3.40545518152119","2.87444297037113","6.00186902712068","13.7295681500146","4.41914971852033","0.78875643531647",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	29,"Tlaxcala","2014","5.40297464090309","9.73581777808128","4.53037065727828","1.52667357990552","4.87957878520213","8.58111164564051","4.00181561619051","2.10566615620214","6.18493591216061","11.9368768263223","5.25912447883921","0.31227694503926",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	30,"Veracruz_de_Ignacio_de_la_Llave","2014","3.62298239680647","6.61884048709097","3.16114409302398","0.94060503641581","3.58275376917414","5.48359029641889","3.32804812214155","1.29601307402225","3.70200676163485","9.23663367226762","2.85141831573","0",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	31,"Yucatán","2014","2.66209501992954","5.84520584768719","2.0471192804689","0.46494353921228","2.30792620700858","5.13241866207592","1.72229207349833","0.65068786062516","3.21725742760436","7.08097332293233","2.52916189622845","0",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	32,"Zacatecas","2014","4.74115517364655","9.1244681266748","3.90032244644957","1.13327609122667","4.70828516282047","8.20453476797938","4.13150023658929","1.09449819212352","4.80356183998568","11.0224960469702","3.49285972246877","1.27266340619849",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	00,"Estados_Unidos_Mexicanos","2013","4.94288088595214","9.47833192721903","3.9975110144573","1.58419553972945","4.91473413337412","8.72888475712735","4.09832539337566","1.95901336482619","4.98828626325945","10.8192799911004","3.84227615383851","0.70968503673367",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	01,"Aguascalientes","2013","5.58752207459732","10.5258739090936","4.30320400567377","1.72503768989911","6.06910238615603","10.6393968625358","4.86340315160388","2.34834431858547","4.82326233410722","10.3331319983274","3.44994969657745","0",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	02,"Baja_California","2013","5.31792399282505","11.183764821889","4.05612251697928","2.33252001475623","5.51858305180428","11.549492582817","4.15648430233985","2.91516203160906","5.00595828907304","10.565698392783","3.90467728883212","1.03557708368131",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	03,"Baja_California_Sur","2013","5.37978827273478","11.5948992362804","4.04901438465637","2.18656788222842","5.25184818261555","11.0013542075355","3.97631640421441","3.23291958601558","5.57797905514125","12.5323578503393","4.15991812659766","0",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	04,"Campeche","2013","2.45296546887377","5.22119139121121","1.94604327429815","0.1430160495789","2.00957602239099","4.18114143920596","1.58013246950477","0.19123584119253","3.24227774189561","7.53144532757157","2.54648325307189","0",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	05,"Coahuila_de_Zaragoza","2013","5.54305801791339","12.0568921615655","4.07418340197206","1.92450136093882","5.22446917247773","11.1929014620447","3.81411827394959","2.45551971699095","6.07435882840833","13.5946856793556","4.49052391941945","0.49569355927737",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	06,"Colima","2013","5.12994443676493","8.41681766743729","4.36799974100887","2.87845990881039","5.21270810701171","7.57044131767049","4.65410293247697","3.65625216808122","5.01906363937963","9.61325781695097","3.99887478493346","1.34258836423418",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	07,"Chiapas","2013","2.96717798847049","4.46502611656495","2.62580769290436","0.59102742432197","2.86379741440005","4.04031586388888","2.59210955330942","0.76174797442703","3.21264748659604","5.73665831137391","2.6986174678883","0",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	08,"Chihuahua","2013","5.23180015609766","10.9619355843677","4.02443776085256","1.11070303718295","5.34149343513276","10.4840174235745","4.22679909498997","1.38293228758894","5.04362470167852","11.8949442633227","3.69655197800853","0",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	09,"Ciudad_de_México","2013","6.1643375286195","13.1240475215076","5.21570030138822","2.09193500607828","6.26148615918137","12.6511929927337","5.3234522523107","2.94989816700611","6.042672281974","13.7781748414593","5.08443258652962","0.78591735311716",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	10,"Durango","2013","5.92096035442573","11.0901242517469","4.64749946277428","2.27802927667449","5.76523535605078","10.1855864815668","4.58766022110456","2.58757757603734","6.21185954503435","13.1709441625431","4.74917182691214","1.22331284769755",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	11,"Guanajuato","2013","5.71212391251311","10.7060733844446","4.33150336209002","1.44917967095767","5.74935849112037","10.182408303609","4.52431723506739","1.72166852695108","5.65576084014932","11.5429799205478","4.05121167731033","0.83839494601357",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	12,"Guerrero","2013","2.50166012313289","4.59021246384301","2.04970660504608","0.70728227544547","2.33590225803499","3.89519874172893","1.95043438773785","0.97980026664654","2.76340418680138","6.02128862432306","2.19267174841744","0.18247143837552",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	13,"Hidalgo","2013","4.9873861327609","9.2521214795911","4.21701573187358","1.83935023365174","4.78941443904704","7.2446690629983","4.36663859520581","2.4533647507644","5.32458502971668","13.247883171889","3.97886943363597","0",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	14,"Jalisco","2013","4.84047337318578","9.436487217949","3.7177941913465","1.32615629188409","5.22013291334883","9.92334885636757","4.0608678374312","1.78634686869736","4.26999752695962","8.68213975340829","3.21914317960088","0.23099231149679",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	15,"México","2013","5.83501152499817","10.6619016756388","4.89620742866087","2.57265845751618","5.87221168079809","9.88163528689013","5.0970033125701","2.70627161082628","5.77287780232999","12.0467949975034","4.56853847228406","2.29154842573633",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	16,"Michoacán_de_Ocampo","2013","4.2799775426907","7.78810223931237","3.41952295049108","1.82038213141593","4.49120188832633","7.58282444143782","3.68853335207662","2.23343675274778","3.92641062485723","8.1862427858403","2.99683635317803","0.88878651649696",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	17,"Morelos","2013","4.13398172892822","7.17290559672868","3.62368129903557","0.73254334789229","4.5597691240334","6.24172024944263","4.39794263998345","0.89750208490529","3.52330175691255","8.6625229905109","2.55476753650214","0.45024381127139",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	18,"Nayarit","2013","5.29945787149861","9.69054068082938","4.46469674432765","1.52353093529564","5.53360682472815","9.40882442770837","4.76115715106079","2.06241458373335","4.95379972534149","10.1774012899571","4.05493967762043","0.40714135292604",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	19,"Nuevo_León","2013","5.63886090640483","12.2185648162691","4.10115580987153","1.8571193008492","5.05157363021487","10.5439562974979","3.79694398600306","1.83722843774178","6.64090569006382","14.9626794592339","4.61637303409507","1.90808865951265",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	20,"Oaxaca","2013","2.87428503303473","4.28842316391347","2.72281389777511","0.75863935120551","3.03496055791729","4.05474960673582","2.97896153943796","1.08326729776786","2.63227278851139","4.72922578767372","2.37336220540026","0.03483018700644",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	21,"Puebla","2013","4.10263904473537","7.0992001660142","3.40092094361522","1.68122693149531","4.04591793149505","5.73012238110263","3.6106509735226","2.61391651037428","4.19103183612905","9.72943651143641","3.09541185369321","0",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	22,"Querétaro","2013","5.53926803222988","10.2459736016094","4.47715609411455","2.26843100189036","6.55430858804116","12.0750367260703","5.40011136773586","2.40582203470828","3.82570557096756","7.41058215950428","2.91729243822816","1.87665472667809",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	23,"Quintana_Roo","2013","4.35971873002344","8.15814403482958","3.46645600367169","1.84278465236357","4.06927136723668","7.224471200781","3.28335364438254","2.48495670833271","4.84779807542928","9.85603438889178","3.761019089252","0",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	24,"San_Luis_Potosí","2013","3.44187497283061","7.47337667430653","2.54681606529756","0.74164973239074","3.34458683163942","7.20024973533484","2.49355026888081","0.81043580128959","3.6102991936313","7.96334396532833","2.63438258231532","0.54051018545817",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	25,"Sinaloa","2013","4.98708308472398","10.7975930224696","3.72755958104835","1.03912594663232","4.5842034132775","9.07135459966459","3.64721449506306","1.28305300818358","5.61162685068802","13.5443802907735","3.84660957745923","0.18680078004721",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	26,"Sonora","2013","5.54492242687007","11.0045823398389","4.29964502427564","2.7189771211003","5.22553992997742","9.76898876404494","4.1605168817842","3.74098880998494","6.03479930325724","12.8609839044333","4.50873976730256","0",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	27,"Tabasco","2013","6.6435086701016","11.6783174681749","5.63371322337452","2.1632914750619","6.40096243737894","9.97104797163696","5.6809009412416","2.63853810726489","7.11668236934225","15.654912231472","5.54754994486277","0.78172238058219",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	28,"Tamaulipas","2013","6.76301836096508","15.0856417558332","4.96924652380999","2.86955372289254","6.22288082202721","14.1228274416885","4.41791947854606","3.55435785435421","7.6080534676694","16.6810782104267","5.80108190314949","1.23737467854348",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	29,"Tlaxcala","2013","5.61848041936593","11.0235448920742","4.4692665408168","1.20600517001392","5.30522560051558","10.1183507444765","4.23326156703816","1.53580232920575","6.07920690069659","12.5114104556781","4.79744058232622","0.43002866857791",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	30,"Veracruz_de_Ignacio_de_la_Llave","2013","3.55340184712334","7.2596375418391","2.9653543029568","0.83030528074689","3.78569602622268","6.71783443056574","3.35532163095174","0.95383840963245","3.12392817807555","8.42057830394607","2.28216024884871","0.50969566067333",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	31,"Yucatán","2013","3.08000564200473","6.40244414662295","2.39672556033305","0.75676687411466","2.66909060339211","5.67576409010188","2.00526280509918","1.09250354649128","3.6943884060157","7.53140975080113","2.95890460550133","0",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	32,"Zacatecas","2013","4.70342472698554","8.6126816037971","3.91687204604436","1.19587478057343","4.6436715225985","6.96779597427866","4.31426470627271","1.42984067704725","4.8206242447176","12.2014518134978","3.2044062171826","0.2015870984257",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	00,"Estados_Unidos_Mexicanos","2012","4.92308010788606","9.43903522653992","3.93268882415203","1.51175074327511","4.92555826566477","8.91568340859326","4.01767388768517","1.94257894730336","4.9190628222983","10.373298602818","3.80103871257411","0.51229478815686",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	01,"Aguascalientes","2012","6.19719648556878","10.7908197101834","4.92974042236406","1.7456171950048","6.86376881317756","12.0073797804615","5.44927792405996","2.12023194351308","5.10536556535889","8.75718414670609","4.10536271020637","0.5526943851275",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	02,"Baja_California","2012","6.21904560145288","11.7930629860532","4.99900132150961","2.50427559247496","6.68919290148893","12.1585320778205","5.43020159972521","3.38061140181768","5.47795676542881","11.161307025607","4.34323908942163","0.51422813661791",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	03,"Baja_California_Sur","2012","5.2492407331117","12.2951312241848","3.75647571349908","1.07466923505855","4.9198707867871","11.9967899805294","3.39874178293454","0.83362278568948","5.73818818342281","12.7598962976626","4.27109571428898","1.72543135783946",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	04,"Campeche","2012","2.14786346941561","4.62245134000859","1.6495725093129","0.27978672860687","2.02128353084571","4.30194724430603","1.54223155329196","0.30807910904938","2.36704201841641","5.25647586804189","1.82429737276167","0.19696262893277",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	05,"Coahuila_de_Zaragoza","2012","5.52235943574698","12.1471396998231","3.94175738215316","2.28898426323319","4.9737454663563","10.3117678279764","3.60979805906085","2.55724346207417","6.46450791735017","15.7420888938667","4.4849600244659","1.69457303970349",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	06,"Colima","2012","4.44505524869913","8.45771831073409","3.49843986509163","1.36800630417652","4.5150171960247","8.11987646751595","3.60577748182523","2.04120026338068","4.34736394557823","8.98152467630775","3.35608659135862","0",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	07,"Chiapas","2012","2.32102003815944","3.64271386482048","1.96033692218497","1.10921845417245","2.25938420084353","3.10103417744465","2.02981649860355","1.35950063478629","2.46269717450939","5.08145448178714","1.81294820404345","0",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	08,"Chihuahua","2012","6.45016520736009","12.7496383353556","5.32527361801628","2.27162513757522","6.72528509113105","13.3242397184569","5.49688712514428","2.85483801108801","5.94719608454646","11.6007775119617","5.0260568732679","0.21739544995137",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	09,"Ciudad_de_México","2012","6.21371215683233","14.7428337543363","4.9611109934249","1.82410229596283","6.30851755411959","13.9751725872439","5.17168252007336","2.52007317816851","6.09268097137493","15.7262859010163","4.69225966775663","0.94663903100043",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	10,"Durango","2012","5.67329458855746","10.3007405604172","4.53621652813776","1.25847911460193","5.69715782411061","10.2147956367813","4.43677810746999","1.58638469026454","5.62854093111093","10.5151511759372","4.70345429735085","0.22848694600316",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	11,"Guanajuato","2012","6.06219094809092","11.107519716755","4.58313950689414","2.03665293752826","6.09089569680444","11.3621417990464","4.52219538107586","2.52196805635082","6.01878345513635","10.7196705918765","4.67246853225444","0.84737791016697",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	12,"Guerrero","2012","2.16208307971582","3.46232779581834","1.90354857884833","0.65412454313837","2.17083036340351","2.82920673076923","2.07763663461412","0.94983641499169","2.14845416488156","4.70703881889243","1.65632695872414","0.07189969259213",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	13,"Hidalgo","2012","4.75931044228888","8.81325867003779","3.93352198198481","1.58949907176745","4.35634454148125","7.39587774171938","3.75625562438193","1.91207308977101","5.44952222978337","11.3278609069327","4.22312513249643","0.60676105171916",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	14,"Jalisco","2012","4.82866020066615","8.1962050860551","3.91860112764213","1.51448386324117","4.96136075473576","8.13540493217516","4.10624640638574","2.02810275583677","4.62564974101417","8.29109119115768","3.64022937938226","0.24445841349664",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	15,"México","2012","5.97544761383504","11.8348142638149","4.77968427094772","2.11913028344547","6.12782381680785","11.1977098542765","5.04749497481073","2.94931168750425","5.7197798540641","13.0017163367437","4.34393059659305","0.35463826282567",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	16,"Michoacán_de_Ocampo","2012","3.70708881156826","6.2984404239051","3.18957722692278","0.44922103395855","3.96834881926455","6.14873191368079","3.58155725010693","0.58826671862185","3.26002260994916","6.58517936595975","2.55687364237957","0.12147608254448",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	17,"Morelos","2012","3.54841777935821","6.52992848017796","3.01052168576601","0.90680803571429","3.92429429610121","6.56140850137322","3.43541746297466","1.31833084062163","2.97411615318309","6.47364606382928","2.39052261427434","0.17449546135542",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	18,"Nayarit","2012","5.49393840492307","9.85493962182919","4.60034584583157","1.87005462433161","5.70225727939795","8.73571484756886","5.10746123850624","2.81224600379301","5.17899554337869","11.6652731833218","3.86487546671198","0",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	19,"Nuevo_León","2012","5.75252893525611","11.69607005431","4.17993428853454","3.96472598479839","5.3856021862382","11.063611708025","3.83148493338617","5.27250273784281","6.35976315821582","12.7061779086415","4.75381157584734","0.87780087780088",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	20,"Oaxaca","2012","2.69005807683579","5.05654024251406","2.23607802030065","0.27508330945094","2.81344105618196","4.82266681823349","2.44689886504947","0.42052817059053","2.5077876998843","5.44530694925247","1.9417286273254","0",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	21,"Puebla","2012","3.96946919147008","6.69341188012556","3.38648567655385","1.03891122104035","3.93514902462118","6.00806824981999","3.46907557825155","1.19889277124836","4.02294240234093","8.06339103060843","3.26795340862331","0.72777977160541",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	22,"Querétaro","2012","5.01395638007097","9.13206855737816","3.95959629208232","2.07422740375157","6.3036445933298","11.2960809860261","5.08302931098085","2.74771967593904","2.89550589631375","5.72865582445656","2.1454901672112","0",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	23,"Quintana_Roo","2012","4.20806355569212","8.17709455738333","3.13833618861432","2.48678624036045","4.08066090652783","7.77430738863475","3.04549605941735","3.34915201493698","4.40643316034272","8.81730475111813","3.27946800972207","0",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	24,"San_Luis_Potosí","2012","3.26058495366674","7.27445961767065","2.37900701060037","0.45542822746425","2.90703385618958","6.16594269484588","2.21779257763283","0.40662627580268","3.87503819222422","9.29393487841223","2.6449163230738","0.59648295973372",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	25,"Sinaloa","2012","4.61745477474661","8.91830837131626","3.63814323177548","1.60000693394121","4.77275291614505","8.6888224442546","3.92110075793858","1.6633621672837","4.37557072287051","9.28307512164403","3.21385238679702","1.41877195917684",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	26,"Sonora","2012","6.35986244421841","13.2683892270358","4.7707963608003","2.29874380508488","5.69366780010612","12.1181280134499","4.1205813008694","2.61025746522558","7.44119741937612","15.3138789799589","5.78752984897552","1.60347537393823",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	27,"Tabasco","2012","5.6826754582973","11.1851410465462","4.38044171670781","0.81303256638764","5.48345800955024","10.6244981385503","4.16842246452543","0.94475251591703","6.06957791352239","12.5263585283755","4.76124513290592","0.37622028346252",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	28,"Tamaulipas","2012","6.54050097996786","13.4877003473899","5.0010759620717","2.44524683073573","6.27281141259618","11.7360262501263","5.02623953234561","3.18817807257963","6.95751704890579","16.3157330282773","4.96297694151207","0.7696469633437",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	29,"Tlaxcala","2012","5.89859734348673","11.2455169611257","4.7167952695703","1.40410306777979","5.39274289704236","9.7727639578887","4.34038185450065","1.85072655217966","6.69702524392599","14.0873633865598","5.25804348171828","0",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	30,"Veracruz_de_Ignacio_de_la_Llave","2012","3.30011004912723","6.62078928259868","2.69136727683204","1.00370155803807","3.41724972193939","6.85356225206405","2.70572253028533","1.17754160286572","3.0851993687156","6.06578133317986","2.66729688463882","0.52172483487578",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	31,"Yucatán","2012","2.81888392271125","6.53142305980503","1.96470930987156","1.09363777970544","2.49366620292702","5.60779736345399","1.7277099346813","1.5056856487932","3.31711961259459","8.01384487753131","2.31023634339705","0",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	32,"Zacatecas","2012","5.49675399095702","10.0126907918439","4.4971474950626","1.17035426447456","5.26778180374249","8.66092545057271","4.58017312522105","1.49140767533202","5.91231185513901","12.680051674023","4.35697192411565","0.14054993355821",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	00,"Estados_Unidos_Mexicanos","2011","5.19454211362274","9.83895273214845","4.15676276944095","1.58930725404792","5.21804637846648","9.30265354669396","4.28349691141417","2.04595189081404","5.155611447561","10.8014046034397","3.95592008942796","0.44490623591261",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	01,"Aguascalientes","2011","6.68631898643779","11.4254146588216","5.3954178900734","2.96952584947912","7.15927279365504","12.0137890148978","5.86027159602969","3.79637411453956","5.92962989523369","10.519465152053","4.64996447589637","1.24618387468095",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	02,"Baja_California","2011","6.05886779087807","10.7433433570018","5.0116323593606","1.97776027486465","6.17002276843037","10.7847032986924","5.13082935057229","2.90035651920838","5.87472371064585","10.6762814266225","4.81486284744121","0",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	03,"Baja_California_Sur","2011","5.86962525402475","11.5249880391505","4.62849684776442","2.38912599740212","5.80707989224601","10.405565326551","4.77696451449611","3.29389190917813","5.9681393787637","13.3524031123587","4.40138624749663","0",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	04,"Campeche","2011","2.97649124224437","6.22077135451882","2.338137932592","0.48524870667184","2.90791883894603","5.12308440516965","2.48688380367602","0.59999634148572","3.09796803104025","8.56030699336171","2.0923239980185","0.17378351539225",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	05,"Coahuila_de_Zaragoza","2011","5.95482156531064","13.6649418400009","4.21138195903222","1.63541728278228","5.14031707270542","11.6561389815694","3.62682837409029","2.18434617739419","7.37137109238697","17.2374828640423","5.19608942751229","0",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	06,"Colima","2011","4.47879208172401","7.61204469233666","3.65122485989691","3.27955950540958","4.59723155840681","7.58387684352782","3.7551347488034","3.60102204073835","4.31085060270844","7.65618525850559","3.51130456338357","2.61428218433407",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	07,"Chiapas","2011","2.19128802977347","3.73935055477289","1.76903821549758","0.33598564923098","1.99360126215113","2.97122861021773","1.75498925458393","0.39539240575067","2.65351813066686","5.81671601467089","1.79895923949156","0",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	08,"Chihuahua","2011","6.87526087019099","13.7838246642703","5.39617894182877","2.96405909056708","6.56405645353519","11.9933807415358","5.462706576403","3.47924093743492","7.48666838056693","17.054519013162","5.26736034662252","0.63433145896236",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	09,"Ciudad_de_México","2011","6.30816649353598","13.547857539672","5.1961404833826","2.88882801999969","6.49017686354109","13.4798987326532","5.33131858528584","3.9404701887492","6.06884885087137","13.6453912406624","5.02322124178972","1.11522887928076",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	10,"Durango","2011","6.44722472149546","12.5530048494679","4.84647880452693","1.19255932146718","6.86725060618609","13.2405362074643","5.0980922680761","1.52811299467303","5.64705250147778","11.0328077084562","4.39861553769698","0",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	11,"Guanajuato","2011","5.8754397372879","10.7566623782393","4.52569374900004","1.94650905404046","6.38886181923077","11.1773323366308","5.0461948696017","2.86728407963791","5.08276261864044","10.0959982614488","3.74056646016834","0",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	12,"Guerrero","2011","2.4751712394733","3.97547021345268","2.1787208811412","0.60475142091252","2.69531220198395","3.53159099081807","2.59394569491594","0.91372024991874","2.14937540223436","4.81345173232747","1.62099300936392","0.06101513938146",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	13,"Hidalgo","2011","4.53048699768482","9.07299253863919","3.56320141941128","1.24616948890163","4.69954881929612","8.34109185450989","3.96616517130047","1.72118043238463","4.24403102709269","10.3630948181458","2.91117231246481","0",
"Tasa_de_desocupación,_desglosada_por_sexo_y_edad_(1995-2020)",	14,"Jalisco","2011","5.31631658836981","9.9214409997482","4.03357178698427","1.87566708484149","5.42585046129862","9.93919701876022","4.15876676612011","2.48736150733099","5.14972292480692","9.89497193073825","3.84485131209472","0.58624779038285",
